block,parameter,value,source_or_assumption,source_note
vaccine_scenarios,vaccine_scenarios.transmission_blocking.VE_dur,0.3,who_pertussis_position,Scenario values encode mechanisms rather than product-specific effectiveness; aP-like scenario has high symptom protection and weak transmission blocking.
vaccine_scenarios,vaccine_scenarios.transmission_blocking.description,Strong reduction in onward infectiousness and duration.,who_pertussis_position,Scenario values encode mechanisms rather than product-specific effectiveness; aP-like scenario has high symptom protection and weak transmission blocking.
vaccine_scenarios,vaccine_scenarios.next_generation.VE_sus,0.8,who_pertussis_position,Scenario values encode mechanisms rather than product-specific effectiveness; aP-like scenario has high symptom protection and weak transmission blocking.
vaccine_scenarios,vaccine_scenarios.next_generation.VE_sym,0.9,who_pertussis_position,Scenario values encode mechanisms rather than product-specific effectiveness; aP-like scenario has high symptom protection and weak transmission blocking.
vaccine_scenarios,vaccine_scenarios.next_generation.VE_inf,0.75,who_pertussis_position,Scenario values encode mechanisms rather than product-specific effectiveness; aP-like scenario has high symptom protection and weak transmission blocking.
vaccine_scenarios,vaccine_scenarios.next_generation.VE_dur,0.4,who_pertussis_position,Scenario values encode mechanisms rather than product-specific effectiveness; aP-like scenario has high symptom protection and weak transmission blocking.
vaccine_scenarios,vaccine_scenarios.next_generation.description,"Strong infection, symptom, and transmission protection.",who_pertussis_position,Scenario values encode mechanisms rather than product-specific effectiveness; aP-like scenario has high symptom protection and weak transmission blocking.
resistance_scenarios,resistance_scenarios.country_timeline.target_prevalence_at_analysis_start,0.3,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.country_timeline.initial_resistance_prevalence,0.3,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.country_timeline.importation_fraction,0.3,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.country_timeline.rebalance_after_burn_in,True,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.country_timeline.prevalence_anchor_rate_per_year,2.0,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.country_timeline.anchor_during_dynamics,False,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.country_timeline.fitness_R,0.7,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.country_timeline.use_country_resistance_timeline,True,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.country_timeline.description,Country-specific macrolide resistance prevalence from data/raw/country_resistance_timeline.csv.,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.low.target_prevalence_at_analysis_start,0.05,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.low.initial_resistance_prevalence,0.05,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.low.importation_fraction,0.05,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.low.rebalance_after_burn_in,True,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.low.prevalence_anchor_rate_per_year,2.0,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.low.anchor_during_dynamics,False,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.low.fitness_R,0.7,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.low.use_country_resistance_timeline,False,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.low.description,Low macrolide resistance prevalence.,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.moderate.target_prevalence_at_analysis_start,0.3,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.moderate.initial_resistance_prevalence,0.3,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.moderate.importation_fraction,0.3,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.moderate.rebalance_after_burn_in,True,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.moderate.prevalence_anchor_rate_per_year,2.0,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.moderate.anchor_during_dynamics,False,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.moderate.fitness_R,0.7,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.moderate.use_country_resistance_timeline,False,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.moderate.description,Moderate macrolide resistance prevalence.,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.high.target_prevalence_at_analysis_start,0.7,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.high.initial_resistance_prevalence,0.7,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.high.importation_fraction,0.7,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.high.rebalance_after_burn_in,True,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.high.prevalence_anchor_rate_per_year,2.0,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.high.anchor_during_dynamics,False,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.high.fitness_R,0.7,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.high.use_country_resistance_timeline,False,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.high.description,High macrolide resistance prevalence.,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.very_high.target_prevalence_at_analysis_start,0.95,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.very_high.initial_resistance_prevalence,0.95,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.very_high.importation_fraction,0.95,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.very_high.rebalance_after_burn_in,True,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.very_high.prevalence_anchor_rate_per_year,2.0,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.very_high.anchor_during_dynamics,False,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.very_high.fitness_R,0.7,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.very_high.use_country_resistance_timeline,False,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
resistance_scenarios,resistance_scenarios.very_high.description,Very high macrolide resistance prevalence.,mrbp_country_evidence_synthesis,Country-timeline scenario uses country evidence; low-to-very-high scenarios are declared contrasts for uncertainty analysis.
intervention_scenarios,intervention_scenarios.current.description,Current vaccination and standard macrolide treatment.,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.current.vaccine_scenario,symptom_protective,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.higher_child_coverage.description,Increased routine childhood vaccine coverage.,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.higher_child_coverage.vaccine_scenario,symptom_protective,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.higher_child_coverage.coverage_updates.infant_3_11m,0.82,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.higher_child_coverage.coverage_updates.child_1_6y,0.96,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.adolescent_booster.description,Additional booster for school-age children and adolescents.,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.adolescent_booster.vaccine_scenario,symptom_protective,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.adolescent_booster.coverage_updates.school_7_17y,0.9,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.adolescent_booster.vaccine_overrides.VE_inf,0.25,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.maternal_immunization.description,Direct infant protection through maternal immunization.,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.maternal_immunization.vaccine_scenario,symptom_protective,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.maternal_immunization.coverage_updates.infant_0_2m,0.72,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.maternal_immunization.coverage_updates.infant_3_11m,0.78,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.maternal_immunization.vaccine_overrides.VE_sus,0.35,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.maternal_immunization.vaccine_overrides.VE_sym,0.9,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.resistance_guided_treatment.description,Resistance testing plus alternative treatment for resistant infections.,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.resistance_guided_treatment.vaccine_scenario,symptom_protective,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.resistance_guided_treatment.treatment_updates.resistant.infectious_duration_reduction,0.45,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.resistance_guided_treatment.treatment_updates.resistant.infectiousness_reduction,0.35,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.resistance_guided_treatment.treatment_updates.treatment_rate_symptomatic,0.065,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.resistance_guided_treatment.pep_updates.effectiveness_resistant,0.45,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.next_generation_vaccine.description,Improved transmission-blocking vaccine.,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.next_generation_vaccine.vaccine_scenario,next_generation,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.combined_strategy.description,"Maternal immunization, adolescent booster, and resistance-guided treatment.",model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.combined_strategy.vaccine_scenario,transmission_blocking,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.combined_strategy.coverage_updates.infant_0_2m,0.72,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.combined_strategy.coverage_updates.infant_3_11m,0.84,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.combined_strategy.coverage_updates.school_7_17y,0.9,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.combined_strategy.treatment_updates.resistant.infectious_duration_reduction,0.45,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.combined_strategy.treatment_updates.resistant.infectiousness_reduction,0.35,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.combined_strategy.treatment_updates.treatment_rate_symptomatic,0.065,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
intervention_scenarios,intervention_scenarios.combined_strategy.pep_updates.effectiveness_resistant,0.45,model_design_protocol,Intervention definitions are pre-specified policy contrasts for scenario analysis.
sensitivity_parameters,sensitivity_parameters.sample_size,24,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.random_seed,20260430,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_sus.min,0.0,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_sus.max,0.85,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_sus.path,vaccine.VE_sus,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_sym.min,0.4,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_sym.max,0.95,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_sym.path,vaccine.VE_sym,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_inf.min,0.0,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_inf.max,0.9,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_inf.path,vaccine.VE_inf,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_dur.min,0.0,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_dur.max,0.5,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.VE_dur.path,vaccine.VE_dur,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.waning_rate_vaccine.min,0.0002,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.waning_rate_vaccine.max,0.0011,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.waning_rate_vaccine.path,rates.waning_vaccine,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.waning_rate_natural.min,0.0001,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.waning_rate_natural.max,0.0005,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.waning_rate_natural.path,rates.waning_natural,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.relative_infectiousness_asymptomatic.min,0.25,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.relative_infectiousness_asymptomatic.max,0.85,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.relative_infectiousness_asymptomatic.path,transmission.relative_infectiousness_asymptomatic,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.seasonal_amplitude.min,0.05,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.seasonal_amplitude.max,0.35,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.seasonal_amplitude.path,transmission.seasonal_amplitude,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.multi_year_amplitude.min,0.0,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.multi_year_amplitude.max,0.18,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.multi_year_amplitude.path,transmission.multi_year_amplitude,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.treatment_rate_symptomatic.min,0.02,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.treatment_rate_symptomatic.max,0.09,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.treatment_rate_symptomatic.path,treatment.treatment_rate_symptomatic,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.PEP_coverage.min,0.05,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.PEP_coverage.max,0.6,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.PEP_coverage.path,PEP.coverage_household_contacts,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.PEP_effectiveness_resistant.min,0.0,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.PEP_effectiveness_resistant.max,0.5,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.PEP_effectiveness_resistant.path,PEP.effectiveness_resistant,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.fitness_R.min,0.6,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.fitness_R.max,1.25,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.fitness_R.path,transmission.fitness_R,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.reporting_rate_multiplier.min,0.5,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.reporting_rate_multiplier.max,1.5,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
sensitivity_parameters,sensitivity_parameters.parameters.reporting_rate_multiplier.path,reporting_multiplier,model_design_protocol,"Sensitivity ranges are pre-specified to test uncertainty around vaccine mechanism, reporting, treatment, PEP, and resistance."
