iso3,country_name,year,coverage_category,coverage_raw,Drop,source,备注,很多中低收入国家孕期免疫项目主要监测 破伤风类疫苗（TT / Td / TTCV）或者没有全国性的孕期 Tdap 接种项目，百日咳疫苗主要是针对的儿童，文献研究Article多是这个国家的某一地区的某一时间段的抽样研究,coverage_percent,coverage_proportion,source_type
ESP,spain,2024.0,Official coverage,91.83,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,91.83,0.9183,measured
ESP,spain,2023.0,Administrative coverage,88.49,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,88.49,0.8848999999999999,measured
ESP,spain,2023.0,Official coverage,88.49,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,88.49,0.8848999999999999,measured
ESP,spain,2022.0,Administrative coverage,86.79,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,86.79,0.8679000000000001,measured
ESP,spain,2022.0,Official coverage,86.79,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,86.79,0.8679000000000001,measured
ESP,spain,2021.0,Administrative coverage,87.7,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,87.7,0.877,measured
ESP,spain,2021.0,Official coverage,87.7,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,87.7,0.877,measured
ESP,spain,2015.0,Article,"38.61 [31.35, 46.21]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851#appsec1,95% UI,,38.61,0.3861,measured
ESP,spain,2019.0,Article,"72.68 [63.01, 81.90]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851#appsec1,95% UI,,72.68,0.7268000000000001,measured
ESP,spain,2020.0,Article,"76.63 [68.15, 84.55]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851#appsec1,95% UI,,76.63,0.7663,measured
ESP,spain,2023.0,Article,"80.70 [69.60, 89.84]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851#appsec1,95% UI,,80.7,0.807,measured
EST,estonia,,,,,,,,,,measured
ETH,ethiopia,,,,,,,,,,measured
FIN,finland,2025.0,Article,57,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12555467/,,,57.0,0.57,measured
FJI,fiji,,,,,,,,,,measured
FRA,france,2024.0,Administrative coverage,62.3,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,62.3,0.623,measured
FSM,micronesia (federated states of),,,,,,,,,,measured
GAB,gabon,,,,,,,,,,measured
GBR,united kingdom of great britain and northern ireland,2024.0,Administrative coverage,58.56,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,58.56,0.5856,measured
GBR,united kingdom of great britain and northern ireland,2024.0,Official coverage,58.56,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,58.56,0.5856,measured
GBR,united kingdom of great britain and northern ireland,2023.0,Official coverage,0,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,0.0,0.0,measured
GBR,united kingdom of great britain and northern ireland,2022.0,Official coverage,0,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-(pab)-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-(tt2-td2-)-and-pertussis-containing-vaccine,,,0.0,0.0,measured
GEO,georgia,,,,,,,,,,measured
GHA,ghana,,,,,,,,,,measured
GIN,Guinea,,,,,,,,,,measured
GMB,Gambia,2021.0,Administrative coverage,54.23,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,54.23,0.5423,measured
GNB,Guinea-Bissau,2023.0,Administrative coverage,86.92,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,86.92,0.8692,measured
GNQ,Equatorial Guinea,,,,,,,,,,measured
GRC,Greece,2025.0,Article,16.8,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12030942/,,,16.8,0.168,measured
GRD,Grenada,,,,,,,,,,measured
GTM,Guatemala,2022.0,Official coverage,40.19,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,40.19,0.4019,measured
GTM,Guatemala,2022.0,Administrative coverage,40.200000000000003,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,40.2,0.402,measured
GTM,Guatemala,2023.0,Administrative coverage,55.64,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,55.64,0.5564,measured
GTM,Guatemala,2024.0,Administrative coverage,54.56,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,54.56,0.5456,measured
GUM,Guam,2024.0,Official coverage,59.6,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,59.6,0.596,measured
GUY,Guyana,,,,,,,,,,measured
HKG,"China, Hong Kong SAR",,,,,,,,,,measured
HND,Honduras,2024.0,Official coverage,79.400000000000006,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,79.4,0.794,measured
HND,Honduras,2024.0,Administrative coverage,79.41,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,79.41,0.7940999999999999,measured
HND,Honduras,2023.0,Administrative coverage,107.05,1,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,Administrative coverage过大，与Official coverage相差过大，没找到其他来源替代,,107.05,1.0705,measured
HND,Honduras,2022.0,Official coverage,8,1,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,Administrative coverage过大，与Official coverage相差过大，没找到其他来源替代,,8.0,0.08,measured
HND,Honduras,2022.0,Administrative coverage,38.340000000000003,1,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,Administrative coverage过大，与Official coverage相差过大，没找到其他来源替代,,38.34,0.3834,measured
HND,Honduras,2021.0,Official coverage,42.56,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,42.56,0.42560000000000003,measured
HND,Honduras,2021.0,Administrative coverage,42.56,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,42.56,0.42560000000000003,measured
HRV,Croatia,,,,,,,,,,measured
HTI,Haiti,2024.0,Official coverage,39.07,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,39.07,0.3907,measured
HUN,Hungary,,,,,,,,,,measured
IDN,Indonesia,,,,,,,,,,measured
IND,India,,,,,,,,,,measured
IRL,Ireland,2018.0,Article,49,,https://pubmed.ncbi.nlm.nih.gov/31515147/,,,49.0,0.49,measured
IRN,Iran (Islamic Republic of),,,,,,,,,,measured
IRQ,Iraq,,,,,,,,,,measured
ISL,Iceland,,,,,,,,,,measured
ISR,Israel,2021.0,Article,49,,https://www.mdpi.com/2076-393X/12/12/1404,,,49.0,0.49,measured
ITA,Italy,2023.0,Article,"79.52[59.46,92.77]",,https://pmc.ncbi.nlm.nih.gov/articles/PMC12666790/,95% UI,,79.52,0.7951999999999999,measured
JAM,Jamaica,,,,,,,,,,measured
JOR,Jordan,,,,,,,,,,measured
JPN,Japan,,,,,,,,,,measured
KAZ,Kazakhstan,,,,,,,,,,measured
KEN,Kenya,,,,,,,,,,measured
KGZ,Kyrgyzstan,,,,,,,,,,measured
KHM,Cambodia,,,,,,,,,,measured
KIR,Kiribati,,,,,,,,,,measured
KNA,Saint Kitts and Nevis,,,,,,,,,,measured
KOR,Republic of Korea,,,,,,,,,,measured
KWT,Kuwait,,,,,,,,,,measured
LAO,Lao People's Democratic Republic,,,,,,,,,,measured
LBN,Lebanon,,,,,,,,,,measured
LBR,Liberia,,,,,,,,,,measured
LBY,Libya,,,,,,,,,,measured
LCA,Saint Lucia,,,,,,,,,,measured
LKA,Sri Lanka,,,,,,,,,,measured
LSO,Lesotho,,,,,,,,,,measured
LTU,Lithuania,,,,,,,,,,measured
LUX,Luxembourg,,,,,,,,,,measured
LVA,Latvia,,,,,,,,,,measured
MAC,"China, Macao SAR",2024.0,Administrative coverage,92.6,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,92.6,0.9259999999999999,measured
MAC,"China, Macao SAR",2023.0,Administrative coverage,99.19,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,99.19,0.9919,measured
MAC,"China, Macao SAR",2022.0,Administrative coverage,86.65,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,86.65,0.8665,measured
MAC,"China, Macao SAR",2021.0,Administrative coverage,94.82,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,94.82,0.9481999999999999,measured
MAC,"China, Macao SAR",2021.0,Administrative coverage,94.82,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,94.82,0.9481999999999999,measured
MAR,Morocco,,,,,,,,,,measured
MCO,Monaco,,,,,,,,,,measured
MDA,Republic of Moldova,,,,,,,,,,measured
MDG,Madagascar,,,,,,,,,,measured
MDV,Maldives,,,,,,,,,,measured
MEX,Mexico,2023.0,Article,52.44[25.46，75.86],,https://pmc.ncbi.nlm.nih.gov/articles/PMC12666790/,95% UI,,52.44,0.5244,measured
MEX,Mexico,2021.0,Official coverage,53.06,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,53.06,0.5306000000000001,measured
MEX,Mexico,2021.0,Administrative coverage,53.06,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,53.06,0.5306000000000001,measured
MHL,Marshall Islands,,,,,,,,,,measured
MKD,North Macedonia,,,,,,,,,,measured
MLI,Mali,2022.0,Administrative coverage,69.97,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,69.97,0.6997,measured
MLI,Mali,2024.0,Administrative coverage,29.1,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,29.1,0.29100000000000004,measured
MLT,Malta,,,,,,,,,,measured
MMR,Myanmar,,,,,,,,,,measured
MNE,Montenegro,,,,,,,,,,measured
MNG,Mongolia,,,,,,,,,,measured
MNP,Northern Mariana Islands,2024.0,Official coverage,59.6,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,59.6,0.596,measured
MOZ,Mozambique,,,,,,,,,,measured
MRT,Mauritania,,,,,,,,,,measured
MSR,Montserrat,2024.0,Official coverage,58.6,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,58.6,0.586,measured
MSR,Montserrat,2023.0,Official coverage,60.7,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,60.7,0.607,measured
MSR,Montserrat,2022.0,Official coverage,64.7,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,64.7,0.647,measured
MSR,Montserrat,2021.0,Official coverage,67.8,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,67.8,0.6779999999999999,measured
MUS,Mauritius,2024.0,Administrative coverage,60.58,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,60.58,0.6058,measured
MUS,Mauritius,2023.0,Administrative coverage,53.96,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,53.96,0.5396,measured
MUS,Mauritius,2021.0,Official coverage,75,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,75.0,0.75,measured
MWI,Malawi,,,,,,,,,,measured
MYS,Malaysia,,,,,,,,,,measured
NAM,Namibia,,,,,,,,,,measured
NCL,New Caledonia,,,,,,,,,,measured
NER,Niger,,,,,,,,,,measured
NGA,Nigeria,,,,,,,,,,measured
NIC,Nicaragua,2023.0,Administrative coverage,40.98,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,40.98,0.40979999999999994,measured
NIC,Nicaragua,2022.0,Administrative coverage,45.54,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,45.54,0.45539999999999997,measured
NIU,Niue,2024.0,Administrative coverage,100,1,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,Administrative coverage过大，与Official coverage相差过大，没找到其他来源替代,,100.0,1.0,measured
NIU,Niue,2023.0,Official coverage,21,1,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,Administrative coverage过大，与Official coverage相差过大，没找到其他来源替代,,21.0,0.21,measured
NIU,Niue,2023.0,Administrative coverage,100,1,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,Administrative coverage过大，与Official coverage相差过大，没找到其他来源替代,,100.0,1.0,measured
NLD,Netherlands (Kingdom of the),2024.0,Official coverage,66.84,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,66.84,0.6684,measured
NLD,Netherlands (Kingdom of the),2024.0,Administrative coverage,66.84,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,66.84,0.6684,measured
NLD,Netherlands (Kingdom of the),2023.0,Official coverage,64.3,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,64.3,0.643,measured
NLD,Netherlands (Kingdom of the),2023.0,Administrative coverage,64.3,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,64.3,0.643,measured
NLD,Netherlands (Kingdom of the),2022.0,Official coverage,63.79,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,63.79,0.6379,measured
NLD,Netherlands (Kingdom of the),2022.0,Administrative coverage,63.79,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,63.79,0.6379,measured
NLD,Netherlands (Kingdom of the),2021.0,Official coverage,65.989999999999995,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,65.99,0.6598999999999999,measured
NLD,Netherlands (Kingdom of the),2021.0,Administrative coverage,65.989999999999995,,https://immunizationdata.who.int/global/wiise-detail-page/protection-at-birth-%28pab%29-against-neonatal-tetanus-vaccination-coverage-and-vaccination-coverage-among-pregnant-women-of-tetanus-toxoid-containing-vaccine-%28tt2-td2-%29-and-pertussis-containing-vaccine?CODE=HTI&ANTIGEN=PERCV_PW&YEAR=,,,65.99,0.6598999999999999,measured
NOR,Norway,,Article,73,,https://www.fhi.no/en/publ/2025/Vaccination-during-pregnancy-24-25/,"2024年5月至2025年4月。在71,286名分娩且属于目标接种组（第一项目年度妊娠周或更晚）的女性中，有51,962人（73%）接种了百日咳疫苗",,73.0,0.73,measured
NPL,Nepal,,,,,,,,,,measured
NRU,Nauru,,,,,,,,,,measured
NZL,New Zealand,2023.0,Article,"61.25 [36.94, 81.21]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,61.25,0.6125,measured
NZL,New Zealand,2020.0,Article,"51.31 [41.34, 61.05]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,51.31,0.5131,measured
NZL,New Zealand,2019.0,Article,"46.96 [38.61, 55.34]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,46.96,0.4696,measured
NZL,New Zealand,2015.0,Article,"27.26 [21.89, 32.86]",,https://www.sciencedirect.com/science/article/pii/S2589537025005851,95% UI,,27.26,0.2726,measured
