resistance_weight_lambda,strategy,strategy_label,country_profiles_preferred,median_preference_score,median_infant_case_reduction,median_resistant_infection_reduction
0.77,resistance_guided_treatment,Resistance mgmt,6,0.6849643496785252,0.24380477025054725,0.7954736833260175
0.78,timeliness_only,Timeliness,0,NA,NA,NA
0.78,maternal_immunization,Infant exposure,3,0.8969562298315232,0.8375550646364438,0.9137104046301354
0.78,adolescent_booster,Adolescent,1,0.9600731421758152,0.8687737449773014,0.9858242542061652
0.78,resistance_guided_treatment,Resistance mgmt,6,0.6893116522672262,0.24380477025054725,0.7954736833260175
0.79,timeliness_only,Timeliness,0,NA,NA,NA
0.79,maternal_immunization,Infant exposure,3,0.8977177832314602,0.8375550646364438,0.9137104046301354
0.79,adolescent_booster,Adolescent,1,0.961243647268104,0.8687737449773014,0.9858242542061652
0.79,resistance_guided_treatment,Resistance mgmt,6,0.6936589548559273,0.24380477025054725,0.7954736833260175
0.8,timeliness_only,Timeliness,0,NA,NA,NA
0.8,maternal_immunization,Infant exposure,3,0.8984793366313971,0.8375550646364438,0.9137104046301354
0.8,adolescent_booster,Adolescent,1,0.9624141523603924,0.8687737449773014,0.9858242542061652
0.8,resistance_guided_treatment,Resistance mgmt,6,0.6980062574446283,0.24380477025054725,0.7954736833260175
0.81,timeliness_only,Timeliness,0,NA,NA,NA
0.81,maternal_immunization,Infant exposure,3,0.899240890031334,0.8375550646364438,0.9137104046301354
0.81,adolescent_booster,Adolescent,1,0.9635846574526812,0.8687737449773014,0.9858242542061652
0.81,resistance_guided_treatment,Resistance mgmt,6,0.7023535600333293,0.24380477025054725,0.7954736833260175
0.82,timeliness_only,Timeliness,0,NA,NA,NA
0.82,maternal_immunization,Infant exposure,3,0.9000024434312709,0.8375550646364438,0.9137104046301354
0.82,adolescent_booster,Adolescent,1,0.9647551625449696,0.8687737449773014,0.9858242542061652
0.82,resistance_guided_treatment,Resistance mgmt,6,0.7067008626220302,0.24380477025054725,0.7954736833260175
0.83,timeliness_only,Timeliness,0,NA,NA,NA
0.83,maternal_immunization,Infant exposure,3,0.900763996831208,0.8375550646364438,0.9137104046301354
0.83,adolescent_booster,Adolescent,1,0.9659256676372584,0.8687737449773014,0.9858242542061652
0.83,resistance_guided_treatment,Resistance mgmt,6,0.7110481652107313,0.24380477025054725,0.7954736833260175
0.84,timeliness_only,Timeliness,0,NA,NA,NA
0.84,maternal_immunization,Infant exposure,3,0.9015255502311448,0.8375550646364438,0.9137104046301354
0.84,adolescent_booster,Adolescent,1,0.967096172729547,0.8687737449773014,0.9858242542061652
0.84,resistance_guided_treatment,Resistance mgmt,6,0.7153954677994323,0.24380477025054725,0.7954736833260175
0.85,timeliness_only,Timeliness,0,NA,NA,NA
0.85,maternal_immunization,Infant exposure,3,0.9022871036310816,0.8375550646364438,0.9137104046301354
0.85,adolescent_booster,Adolescent,1,0.9682666778218356,0.8687737449773014,0.9858242542061652
0.85,resistance_guided_treatment,Resistance mgmt,6,0.7197427703881334,0.24380477025054725,0.7954736833260175
0.86,timeliness_only,Timeliness,0,NA,NA,NA
0.86,maternal_immunization,Infant exposure,3,0.9030486570310186,0.8375550646364438,0.9137104046301354
0.86,adolescent_booster,Adolescent,1,0.9694371829141244,0.8687737449773014,0.9858242542061652
0.86,resistance_guided_treatment,Resistance mgmt,6,0.7240900729768345,0.24380477025054725,0.7954736833260175
0.87,timeliness_only,Timeliness,0,NA,NA,NA
0.87,maternal_immunization,Infant exposure,3,0.9038102104309556,0.8375550646364438,0.9137104046301354
0.87,adolescent_booster,Adolescent,1,0.970607688006413,0.8687737449773014,0.9858242542061652
0.87,resistance_guided_treatment,Resistance mgmt,6,0.7284373755655353,0.24380477025054725,0.7954736833260175
0.88,timeliness_only,Timeliness,0,NA,NA,NA
0.88,maternal_immunization,Infant exposure,3,0.9045717638308924,0.8375550646364438,0.9137104046301354
0.88,adolescent_booster,Adolescent,1,0.9717781930987016,0.8687737449773014,0.9858242542061652
0.88,resistance_guided_treatment,Resistance mgmt,6,0.7327846781542364,0.24380477025054725,0.7954736833260175
0.89,timeliness_only,Timeliness,0,NA,NA,NA
0.89,maternal_immunization,Infant exposure,3,0.9053333172308292,0.8375550646364438,0.9137104046301354
0.89,adolescent_booster,Adolescent,1,0.9729486981909902,0.8687737449773014,0.9858242542061652
0.89,resistance_guided_treatment,Resistance mgmt,6,0.7371319807429374,0.24380477025054725,0.7954736833260175
0.9,timeliness_only,Timeliness,0,NA,NA,NA
0.9,maternal_immunization,Infant exposure,3,0.9060948706307664,0.8375550646364438,0.9137104046301354
0.9,adolescent_booster,Adolescent,1,0.9741192032832788,0.8687737449773014,0.9858242542061652
0.9,resistance_guided_treatment,Resistance mgmt,6,0.742376168830532,0.24380477025054725,0.7954736833260175
0.91,timeliness_only,Timeliness,0,NA,NA,NA
0.91,maternal_immunization,Infant exposure,3,0.9068564240307032,0.8375550646364438,0.9137104046301354
0.91,adolescent_booster,Adolescent,1,0.9752897083755674,0.8687737449773014,0.9858242542061652
0.91,resistance_guided_treatment,Resistance mgmt,6,0.7476859202800806,0.24380477025054725,0.7954736833260175
0.92,timeliness_only,Timeliness,0,NA,NA,NA
0.92,maternal_immunization,Infant exposure,3,0.90761797743064,0.8375550646364438,0.9137104046301354
0.92,adolescent_booster,Adolescent,1,0.976460213467856,0.8687737449773014,0.9858242542061652
0.92,resistance_guided_treatment,Resistance mgmt,6,0.7529956717296291,0.24380477025054725,0.7954736833260175
0.93,timeliness_only,Timeliness,0,NA,NA,NA
0.93,maternal_immunization,Infant exposure,3,0.908379530830577,0.8375550646364438,0.9137104046301354
0.93,adolescent_booster,Adolescent,1,0.9776307185601448,0.8687737449773014,0.9858242542061652
0.93,resistance_guided_treatment,Resistance mgmt,6,0.7583054231791777,0.24380477025054725,0.7954736833260175
0.94,timeliness_only,Timeliness,0,NA,NA,NA
0.94,maternal_immunization,Infant exposure,3,0.909141084230514,0.8375550646364438,0.9137104046301354
0.94,adolescent_booster,Adolescent,1,0.9788012236524334,0.8687737449773014,0.9858242542061652
0.94,resistance_guided_treatment,Resistance mgmt,6,0.7636151746287262,0.24380477025054725,0.7954736833260175
0.95,timeliness_only,Timeliness,0,NA,NA,NA
0.95,maternal_immunization,Infant exposure,3,0.9099026376304508,0.8375550646364438,0.9137104046301354
0.95,adolescent_booster,Adolescent,1,0.979971728744722,0.8687737449773014,0.9858242542061652
0.95,resistance_guided_treatment,Resistance mgmt,6,0.7689249260782747,0.24380477025054725,0.7954736833260175
0.96,timeliness_only,Timeliness,0,NA,NA,NA
0.96,maternal_immunization,Infant exposure,3,0.9106641910303878,0.8375550646364438,0.9137104046301354
0.96,adolescent_booster,Adolescent,1,0.9811422338370106,0.8687737449773014,0.9858242542061652
0.96,resistance_guided_treatment,Resistance mgmt,6,0.7742346775278233,0.24380477025054725,0.7954736833260175
0.97,timeliness_only,Timeliness,0,NA,NA,NA
0.97,maternal_immunization,Infant exposure,2,0.4667640566503594,0.7871503468247915,0.4568552023150677
0.97,adolescent_booster,Adolescent,1,0.9823127389292992,0.8687737449773014,0.9858242542061652
0.97,resistance_guided_treatment,Resistance mgmt,7,0.9553633127529768,0.26711215806932864,0.966961478835975
0.98,timeliness_only,Timeliness,0,NA,NA,NA
0.98,maternal_immunization,Infant exposure,1,0.01473491258026279,0.7367456290131391,0
0.98,adolescent_booster,Adolescent,0,NA,NA,NA
0.98,resistance_guided_treatment,Resistance mgmt,9,0.959229368113976,0.3149051953452222,0.966961478835975
0.99,timeliness_only,Timeliness,0,NA,NA,NA
0.99,maternal_immunization,Infant exposure,1,0.00736745629013139,0.7367456290131391,0
0.99,adolescent_booster,Adolescent,0,NA,NA,NA
0.99,resistance_guided_treatment,Resistance mgmt,9,0.9630954234749756,0.3149051953452222,0.966961478835975
1,timeliness_only,Timeliness,0,NA,NA,NA
1,maternal_immunization,Infant exposure,1,0,0.7367456290131391,0
1,adolescent_booster,Adolescent,0,NA,NA,NA
1,resistance_guided_treatment,Resistance mgmt,9,0.966961478835975,0.3149051953452222,0.966961478835975
