optimization_constraint,country,strategy,strategy_label,non_dominated_with_implementation_score,non_dominated_without_implementation_score,relative_reduction_infant_cases,relative_reduction_resistant_infections,implementation_intensity
program_plus_resistance,South_Africa,targeted_pep_high_risk,Targeted high-risk PEP,False,False,0.0005006490652406104,-0.3877762602167767,1.0
program_plus_resistance,South_Africa,timeliness_only,Routine timeliness,False,False,0.7349782311933357,0.9263226398970348,1.0
program_plus_resistance,South_Africa,cocooning_adjunct,Close-contact adult adjunct,False,False,0.731169933882537,0.93833687644855,2.0
program_plus_resistance,South_Africa,resistance_guided_treatment,Resistance-guided management,True,True,0.5644622721010414,0.9951721948146114,2.0
program_plus_resistance,South_Africa,maternal_immunization,Infant-exposure reduction,False,False,0.7809488963213156,0.9483102489416331,3.0
program_plus_resistance,Sweden,current,Current practice,True,False,0.0,0.0,0.0
program_plus_resistance,Sweden,adolescent_booster,Adolescent booster,False,False,-0.0004907730098653307,-0.0006127141991054685,1.0
program_plus_resistance,Sweden,higher_child_coverage,Nominal coverage floor,False,False,-0.009325247055264718,-0.010356004776622907,1.0
program_plus_resistance,Sweden,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,False,False,0.10393144633144846,0.011126664382385187,1.0
program_plus_resistance,Sweden,targeted_pep_high_risk,Targeted high-risk PEP,False,False,0.00861334027472016,-0.09697322434178735,1.0
program_plus_resistance,Sweden,timeliness_only,Routine timeliness,True,True,0.35653533846771845,0.14392635538263743,1.0
program_plus_resistance,Sweden,cocooning_adjunct,Close-contact adult adjunct,False,False,0.19301279642693314,0.20020788150950086,2.0
program_plus_resistance,Sweden,resistance_guided_treatment,Resistance-guided management,True,True,0.2804932364400756,0.9978295417036196,2.0
program_plus_resistance,Sweden,maternal_immunization,Infant-exposure reduction,False,False,0.2766184270627424,0.20956188646240703,3.0
program_plus_resistance,Thailand,current,Current practice,True,False,0.0,0.0,0.0
program_plus_resistance,Thailand,adolescent_booster,Adolescent booster,True,False,0.7036248946900096,0.8457955722689798,1.0
program_plus_resistance,Thailand,higher_child_coverage,Nominal coverage floor,False,False,-0.08695049301339042,-0.19783462769351945,1.0
program_plus_resistance,Thailand,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,False,False,0.16655947782913605,0.09381340281826323,1.0
program_plus_resistance,Thailand,targeted_pep_high_risk,Targeted high-risk PEP,False,False,0.06570573740386332,-0.018564776939314687,1.0
program_plus_resistance,Thailand,timeliness_only,Routine timeliness,False,False,0.44999729266301947,0.4688606316647128,1.0
program_plus_resistance,Thailand,cocooning_adjunct,Close-contact adult adjunct,True,False,0.8015077485780636,0.9021740340204643,2.0
program_plus_resistance,Thailand,resistance_guided_treatment,Resistance-guided management,True,True,0.5180451514860078,0.9130739623596201,2.0
program_plus_resistance,Thailand,maternal_immunization,Infant-exposure reduction,True,True,0.8305190307602044,0.9051834557785683,3.0
program_plus_resistance,United_Kingdom,current,Current practice,True,False,0.0,0.0,0.0
program_plus_resistance,United_Kingdom,adolescent_booster,Adolescent booster,False,False,-0.007312704891288657,-0.013416011754710855,1.0
program_plus_resistance,United_Kingdom,higher_child_coverage,Nominal coverage floor,False,False,-0.01653904328071376,-0.016544470175332116,1.0
program_plus_resistance,United_Kingdom,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,False,False,0.10285849098792943,0.00670568085945733,1.0
program_plus_resistance,United_Kingdom,targeted_pep_high_risk,Targeted high-risk PEP,False,False,0.10038213908163707,0.03160956848130314,1.0
program_plus_resistance,United_Kingdom,timeliness_only,Routine timeliness,True,True,0.3063634626149949,0.05698191813211906,1.0
program_plus_resistance,United_Kingdom,cocooning_adjunct,Close-contact adult adjunct,False,False,0.16072718722883006,0.12540789620193304,2.0
program_plus_resistance,United_Kingdom,resistance_guided_treatment,Resistance-guided management,True,True,0.22049738243176586,0.9978429720492297,2.0
program_plus_resistance,United_Kingdom,maternal_immunization,Infant-exposure reduction,True,True,0.24670614346778974,0.13107213504625448,3.0
program_plus_resistance,United_States,current,Current practice,True,False,0.0,0.0,0.0
program_plus_resistance,United_States,adolescent_booster,Adolescent booster,False,False,-0.03269043435813446,0.0,1.0
program_plus_resistance,United_States,higher_child_coverage,Nominal coverage floor,False,False,-0.0593513856544583,0.0,1.0
program_plus_resistance,United_States,pregnancy_tdap_scaleup,Pregnancy Tdap scale-up,False,False,0.12415262010205896,0.0,1.0
program_plus_resistance,United_States,targeted_pep_high_risk,Targeted high-risk PEP,False,False,0.12026359054359526,0.0,1.0
program_plus_resistance,United_States,timeliness_only,Routine timeliness,True,False,0.6014658287281041,0.0,1.0
program_plus_resistance,United_States,cocooning_adjunct,Close-contact adult adjunct,True,False,0.6937001174362811,0.0,2.0
program_plus_resistance,United_States,resistance_guided_treatment,Resistance-guided management,False,False,0.5136056960256461,0.0,2.0
program_plus_resistance,United_States,maternal_immunization,Infant-exposure reduction,True,True,0.7367456290131391,0.0,3.0
